id,gho_code,year_code,region_code,world_bank_income_group_group_code,country_code,sex_code
638081d3-340e-4594-a353-b90023f0f4d0,WHOSIS_000015,2013,AMR,NA,ARG,MLE
a913fe05-6d7a-4489-a061-6f267e95f2a9,WHOSIS_000015,2012,AMR,WB_UMI,ARG,BTSX
5acb06cd-72f3-470e-8bae-b6f6f1e9c6c0,WHOSIS_000015,2012,AMR,WB_UMI,ARG,FMLE
6e6d2e6f-b6be-4dbf-9c9a-6ee048b5d8fc,WHOSIS_000015,2012,AMR,WB_UMI,ARG,MLE
10bb9491-2e8b-4293-af56-8d99e5de2cb3,WHOSIS_000015,2000,AMR,WB_UMI,ARG,BTSX
13c5e3ee-b1c4-4aa2-999c-ede58e5cdc3e,WHOSIS_000015,2000,AMR,WB_UMI,ARG,FMLE
e00faff8-3200-4530-9f0e-d68f34a91266,WHOSIS_000015,2000,AMR,WB_UMI,ARG,MLE
693c0ea5-3d91-48ac-a19a-8bcc0350e646,WHOSIS_000015,1990,AMR,WB_UMI,ARG,BTSX
63ca1b90-98db-4a46-b6dc-70a8b9d18dd3,WHOSIS_000015,1990,AMR,WB_UMI,ARG,FMLE
2254bcc2-b84e-4e84-af1b-2588ecdfeffc,WHOSIS_000015,1990,AMR,WB_UMI,ARG,MLE
4ce27ba2-f223-46fa-bd2c-feda6a1bb9e4,WHOSIS_000001,2013,EUR,NA,ARM,BTSX
ba5e47bf-8651-4464-bb98-ed1366a91076,WHOSIS_000001,2013,EUR,NA,ARM,FMLE
457c42af-ee8c-4074-a93f-8b734362121c,WHOSIS_000001,2013,EUR,NA,ARM,MLE
